Laptop,Status,Brand,Model,RAM,Storage,Storage type,Screen,Touch,Final Price,CPU_Brand,GPU_Brand,CPU_Type,GPU_Type,GPU_Category
"ASUS ROG Strix Scar 17  G733PY-R97B49PB1 AMD Ryzen™ 9 7945HX/32GB/2TB SSD/RTX 4090/17.3"" (PT)",0,3,87,32,2000,0,17.3,0,5630.9,0,6,3,30,0
"ASUS TUF Gaming A15 2013 TUF507NU-LP036 AMD Ryzen 7 7735HS/16GB/512GB SSD/RTX 4050/15.6""",0,3,98,16,512,0,15.6,0,1175.01,0,6,8,26,0
ASUS TUF Gaming A15 FA506QM AMD Ryzen 7 5800H/8GB/512GB SSD/RTX 3060/15.6'' (PT),0,3,98,8,512,0,15.6,0,1122.26,0,6,8,23,0
"ASUS TUF Gaming A15 FA507RF-R76B25CS1 AMD Ryzen 7 6800HS/16GB/512GB SSD/RTX 2050/15.6"" (PT)",0,3,98,16,512,0,15.6,0,1106.48,0,6,8,17,0
"ASUS TUF Gaming F15 TUF506HF-HN012 Intel Core i5-11400H/16GB/512GB SSD/RTX 2050/15.6""",0,3,98,16,512,0,15.6,0,809.9,2,6,11,17,0
"ASUS TUF Gaming F15 TUF507ZU4-LP110 Intel Core i7-12700H/16GB/512GB SSD/RTX 4050/15.6""",0,3,98,16,512,0,15.6,0,1265.01,2,6,12,26,0
ASUS TUF Gaming FX506HF-51B25PS1 Intel Core i5-11400H/8GB/512GB SSD/RTX 2050/15.6'' (PT),0,3,98,8,512,0,15.6,0,946.7,2,6,11,17,0
"ASUS VivoBook 15 F1500EA-EJ3095W Intel Core i3-1115G4/8GB/256GB SSD/15.6""",0,3,113,8,256,0,15.6,0,389.0,2,3,10,7,1
"ASUS VivoBook 15 F1500EA-EJ3431W Intel Core i5-1135G7/16GB/512GB SSD/15.6""",0,3,113,16,512,0,15.6,0,804.7,2,3,11,7,1
"ASUS VivoBook F1500EA-BQ2363 Intel Core i5-1135G7/8GB/512GB SSD/15.6""",0,3,113,8,512,0,15.6,0,648.97,2,3,11,7,1
"ASUS VivoBook F1605PA-MB127W Intel Core i5-11300H/16GB/512GB SSD/16""",0,3,113,16,512,0,16.0,0,698.44,2,3,11,7,1
"ASUS VivoBook F515EA-BQ3013X Intel Core i5-1135G7/8GB/512GB SSD/15.6""",0,3,113,8,512,0,15.6,0,666.37,2,3,11,7,1
"ASUS VivoBook F515EA-EJ3061 Intel Core i7-1165G7/8GB/512GB SSD/15.6""",0,3,113,8,512,0,15.6,0,568.19,2,3,12,7,1
"ASUS VivoBook Go 14 Flip TP1400KA-BZ117WS Intel Celeron N4500/4GB/128GB eMMC/14"" Táctil",0,3,113,4,128,1,14.0,1,557.73,2,3,1,7,1
"ASUS VivoBook Pro 15 OLED M6500QC-L1081W AMD Ryzen 5 5600H/16GB/512GB SSD/RTX 3050/15.6""",0,3,113,16,512,0,15.6,0,1016.0,0,6,7,22,0
"ASUS VivoBook Pro 16X OLED N7600ZE-L2015W Intel Core i7-12700H/16GB/512GB SSD/RTX 3050 Ti/16""",0,3,113,16,512,0,16.0,0,1745.11,2,6,12,22,0
"ASUS VivoBook S 15 OLED K3502ZA-MA115W Intel Core i5-12500H/16GB/512GB SSD/15.6""",0,3,113,16,512,0,15.6,0,1212.25,2,3,11,7,1
"ASUS Vivobook Go E1504FA-BQ202W AMD Ryzen 3 7320U/8GB/256GB SSD/Radeon 610M/15.6""",0,3,113,8,256,0,15.6,0,563.23,0,0,6,0,3
ASUS Vivobook K513EP-51BM3SB2 Intel Core i5-1135G7/8GB/512GB SSD/MX330/15.6'' (PT),0,3,113,8,512,0,15.6,0,867.0,2,4,11,9,2
"ASUS Vivobook M1503IA AMD Ryzen 7 4800H/16GB/512GB SSD/15.6"" (PT)",0,3,113,16,512,0,15.6,0,1035.84,0,3,8,7,1
"ASUS ZenBook 14 OLED UM3402YA-KM464WS AMD Ryzen 5 7530U/16GB/512GB SSD/14""",0,3,120,16,512,0,14.0,0,955.0,0,3,7,7,1
"ASUS ZenBook 14 OLED UX3402VA-KM004W Intel Evo Core i5-1340P/16GB/512GB SSD/14""",0,3,120,16,512,0,14.0,0,1205.99,2,3,11,7,1
"ASUS ZenBook 14 OLED UX3402ZA-KM214 Intel Core i5-1240P/16GB/512GB SSD/14""",0,3,120,16,512,0,14.0,0,959.91,2,3,11,7,1
"ASUS ZenBook 14 UM3402YA-KP272W AMD Ryzen 5 5625U/16GB/512GB SSD/14""",0,3,120,16,512,0,14.0,0,868.74,0,3,7,7,1
"ASUS ZenBook 14X OLED UM5401QA-L7207W AMD Ryzen 7 5800H/16GB/512GB SSD/14""",0,3,120,16,512,0,14.0,0,1078.65,0,3,8,7,1
"ASUS ZenBook Flip 13 OLED UX363EA-HP931W Intel Core i7-1165G7/16GB/512GB SSD/13.3"" Táctil",0,3,120,16,512,0,13.3,1,1238.18,2,3,12,7,1
"Acer Aspire 3 A315-34 Intel Celeron N4000/8GB/128GB SSD/15.6""",0,0,19,8,128,0,15.6,0,486.0,2,3,1,7,1
"Acer Aspire 3 A315-58-72WT Intel Core i7-1165G7/8GB/512GB SSD/15.6""",0,0,19,8,512,0,15.6,0,706.2,2,3,12,7,1
"Acer Aspire 3 A317-53 Intel Core i3-1115G4/8GB/512GB SSD/17.3""",0,0,19,8,512,0,17.3,0,707.69,2,3,10,7,1
"Acer Aspire 5 A515-45 AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",0,0,19,8,512,0,15.6,0,854.93,0,3,7,7,1
"Acer Chromebook 515 CB515-1W Intel Core i5-1135G7/8GB/256GB SSD/15.6""",0,0,26,8,256,0,15.6,0,698.0,2,3,11,7,1
"Acer Chromebook 713 CP713-2W Intel Core i3-10110U/8GB/128GB eMMC/13.5""",0,0,26,8,128,1,13.5,0,792.55,2,3,10,7,1
"Acer Chromebook Spin 513 Qualcomm Snapdragon SC7180/8GB/64GB eMMC/13.3"" Táctil",0,0,26,8,64,1,13.3,1,602.66,5,3,2,7,1
"Acer Chromebook Spin 514 CP514-2H-53KM Intel Core i5-1130G7/8GB/256GB SSD/14"" Táctil",0,0,26,8,256,0,14.0,1,999.0,2,3,11,7,1
"Acer ConceptD 3 CN315-72-5762 Intel Core i5-10300H/8GB/512GB SSD/15.6""",0,0,28,8,512,0,15.6,0,1121.0,2,3,11,7,1
"Acer ConceptD 3 CN315-72G Intel Core i5-10300H/8GB/512GB SSD/GTX 1650/15.6""",0,0,28,8,512,0,15.6,0,1349.0,2,2,11,5,2
"Acer ConceptD 3 Ezel CC314-73G-73NV Intel Core i7-11800H/16GB/512GB SSD/RTX 3050 Ti/14"" Táctil",0,0,28,16,512,0,14.0,1,2461.21,2,6,12,22,0
"Acer ConceptD 3 Ezel Pro CC314-73P-7407 Intel Core i7-11800H/16GB/1TB SSD/T1200/14"" Táctil",0,0,28,16,1000,0,14.0,1,2516.82,2,9,12,40,3
"Acer ConceptD 3 Pro CN314-73P-73M6 Intel Core i7-11800H/16GB/1TB SSD/T1200/14""",0,0,28,16,1000,0,14.0,0,2119.0,2,9,12,40,3
"Acer Enduro EN715-51W Intel Core i5-8250U/8GB/512GB SSD/15.6""",0,0,39,8,512,0,15.6,0,3442.0,2,3,11,7,1
"Acer Extensa 15 EX215-22 AMD Ryzen 3 3250U/8GB/256GB SSD/15.6""",0,0,43,8,256,0,15.6,0,371.0,0,3,6,7,1
"Acer Extensa 15 EX215-22-R32C AMD Ryzen 5 3500U/8GB/512GB SSD/15.6""",0,0,43,8,512,0,15.6,0,491.13,0,3,7,7,1
"Acer Extensa 15 EX215-22-R6F9 AMD Ryzen 5 3500U/8GB/256GB SSD/15.6""",0,0,43,8,256,0,15.6,0,473.0,0,3,7,7,1
"Acer Extensa 15 EX215-22-R7D2 AMD Ryzen 3 3250U/8GB/256GB SSD/15.6""",0,0,43,8,256,0,15.6,0,479.0,0,3,6,7,1
"Acer Extensa 15 EX215-52-330L Intel Core i3-1005G1/8GB/256GB SSD/15.6""",0,0,43,8,256,0,15.6,0,616.33,2,3,10,7,1
"Acer Extensa 15 EX215-52-519J Intel Core i5-1035G1/8GB/512GB SSD/15.6""",0,0,43,8,512,0,15.6,0,666.44,2,3,11,7,1
"Acer Extensa 15 EX215-53G-56MT Intel Core i5-1035G1/8GB/256GB SSD/MX330/15.6""",0,0,43,8,256,0,15.6,0,689.08,2,4,11,9,2
"Acer Extensa 15 EX215-54-34HR Intel Core i3-1115G4/8GB/256GB SSD/15.6""",0,0,43,8,256,0,15.6,0,481.6,2,3,10,7,1
"Acer Extensa 15 EX215-54-50UV Intel Core i5-1135G7/8GB/512GB SSD/15.6""",0,0,43,8,512,0,15.6,0,541.55,2,3,11,7,1
"Acer TravelMate P2 Intel Core i5-1135G7/8GB/512GB SSD/14""",0,0,104,8,512,0,14.0,0,803.61,2,3,11,7,1
"Acer TravelMate P2 P214-53-593J Intel Core i5-1135G7/16GB/512GB SSD/14""",0,0,104,16,512,0,14.0,0,709.81,2,3,11,7,1
"Acer TravelMate P2 P215-53-54GL Intel Core i5-1135G7/8GB/512GB SSD/15.6""",0,0,104,8,512,0,15.6,0,789.84,2,3,11,7,1
"Acer TravelMate P2 TMP214-52-77KP Intel Core i7-10510U/8GB/512GB SSD/14""",0,0,104,8,512,0,14.0,0,714.29,2,3,12,7,1
"Acer TravelMate P2 TMP215-53 Intel Core i5-1135G7/8GB/256GB SSD/15.6""",0,0,104,8,256,0,15.6,0,691.97,2,3,11,7,1
"Acer TravelMate TMP215-52 Intel Core i3-10110U/8GB/256GB SSD/15.6""",0,0,104,8,256,0,15.6,0,547.19,2,3,10,7,1
"Asus ROG Strix SCAR 17 G733QS-K4016T AMD Ryzen 9 5900HX/32GB/1TB SSD/RTX 3080/17.3""",1,3,87,32,1000,0,17.3,0,2052.74,0,6,9,25,0
Asus TUF Gaming A15 FA507RR AMD Ryzen 7 6800H/16GB/512GB SSD/RTX 3070/15.6'' (PT),0,3,98,16,512,0,15.6,0,1454.12,0,6,8,24,0
"Asus VivoBook F515EA-BR283T Intel Core i3-1115G4/8GB/256GB SSD/15.6""",0,3,113,8,256,0,15.6,0,499.0,2,3,10,7,1
"Asus VivoBook S413FA-EB560T Intel Core i5-10210U/8GB/256GB SSD/14""",0,3,113,8,256,0,14.0,0,686.45,2,3,11,7,1
"Asus Vivobook S 15 OLED M3502QA-MA103W AMD Ryzen 7 5800H/16GB/512GB SSD/15.6""",0,3,113,16,512,0,15.6,0,1422.0,0,3,8,7,1
"Asus ZenBook 14 Ultralight UX435EAL-KC096T Intel Evo Core i7-1165G7/16GB/512GB SSD+32GB Intel Optane/14""",0,3,106,16,32,0,14.0,0,1349.0,2,3,12,7,1
"ConceptD 7 Ezel Pro CC715-72P-77J7 Intel Core i7-11800H/32GB/1TB SSD/RTX A3000/15.6"" Táctil",0,0,28,32,1000,0,15.6,1,2595.0,2,6,12,15,0
"Deep Gaming Nubian 15 Intel Core i7-13700H/32 GB/1TB SSD/RTX 3050/15.6""",0,4,75,32,1000,0,15.6,0,1409.0,2,6,12,22,0
"Deep Gaming Nubian 15 Intel Core i7-13700H/32GB/1TB SSD/RTX 3050/15.6""",0,4,75,32,1000,0,15.6,0,1334.0,2,6,12,22,0
"Deep Gaming Nubian 15 Intel Core i7-13700H/32GB/2TB SSD/RTX 3050/15.6""",0,4,75,32,2000,0,15.6,0,1525.0,2,6,12,22,0
"Deep Gaming Nubian 15 Intel Core i7-13700H/64GB/1TB SSD/RTX 3050/15.6""",0,4,75,64,1000,0,15.6,0,1497.0,2,6,12,22,0
"Deep Gaming Nubian 15 Intel Core i7-13700H/64GB/2TB SSD/RTX 3050/15.6""",0,4,75,64,2000,0,15.6,0,1615.0,2,6,12,22,0
"Deep Gaming Nubian 17 Intel Core i7-13700H/32 GB/1TB SSD/RTX 3050/17.3""",0,4,75,32,1000,0,17.3,0,1475.0,2,6,12,22,0
"Deep Gaming Nubian 17 Intel Core i7-13700H/64GB/1TB SSD/RTX 3050/17.3""",0,4,75,64,1000,0,17.3,0,1639.01,2,6,12,22,0
"Dell Latitude 3320 Intel Core i7-1165G7/8GB/512GB SSD/13.3""",0,5,60,8,512,0,13.3,0,1259.59,2,3,12,7,1
"Dell Latitude 3330 Intel Core i5-1155G7/8GB/256GB SSD/13.3""",0,5,60,8,256,0,13.3,0,1044.74,2,3,11,7,1
"Dell Latitude 3410 Intel Core i7-10510U/8GB/256GB SSD/14""",0,5,60,8,256,0,14.0,0,1177.9,2,3,12,7,1
"Dell Latitude 3420 Intel Core i5-1135G7/16 GB/512GB SSD/14"" (PT)",0,5,60,16,512,0,14.0,0,1237.85,2,3,11,7,1
"Dell Latitude 3420 Intel Core i5-1135G7/16GB/512GB SSD/14""",0,5,60,16,512,0,14.0,0,1091.0,2,3,11,7,1
Dell Latitude 3520 Intel Core i5-1135G7/8GB/256GB SSD/15.6'' (PT),0,5,60,8,256,0,15.6,0,915.78,2,3,11,7,1
"Dell Latitude 3520 Intel Core i7-1165G7/16GB/512GB SSD/15.6"" (PT)",0,5,60,16,512,0,15.6,0,1383.44,2,3,12,7,1
"Dell Latitude 5320 Intel Core i5-1135G7/8 GB/256GB SSD/13.3""",0,5,60,8,256,0,13.3,0,1231.71,2,3,11,7,1
"Dell Latitude 5330 Intel Core i5-1235U/8GB/256GB SSD/13.3""",0,5,60,8,256,0,13.3,0,1007.0,2,3,11,7,1
"Dell Latitude 5520 Intel Core i5-1135G7/8GB/256GB SSD/15.6""",0,5,60,8,256,0,15.6,0,2450.71,2,3,11,7,1
"Dell Latitude 5530 Intel Core i5-1235U/8GB/256GB SSD/15.6""",0,5,60,8,256,0,15.6,0,1040.55,2,3,11,7,1
"Dell Latitude 5540 Intel Core i5-1335U/8GB/256GB SSD/15.6""",0,5,60,8,256,0,15.6,0,1307.01,2,3,11,7,1
"Dell Latitude 7430 Intel Core i5-1235U/16GB/512GB SSD/14""",0,5,60,16,512,0,14.0,0,1463.4,2,3,11,7,1
"Dell Latitude 7430 Intel Core i7-1255U/16GB/512GB SSD/14""",0,5,60,16,512,0,14.0,0,1637.09,2,3,12,7,1
"Dell Latitude 7520 Intel Core i7-1185G7/16GB/512GB SSD/15.6""",0,5,60,16,512,0,15.6,0,2033.25,2,3,12,7,1
"Dell Latitude 7530 Intel Core i5-1235U/16GB/512GB SSD/15.6""",0,5,60,16,512,0,15.6,0,1365.1,2,3,11,7,1
"Dell Latitude 7530 Intel Core i5-1235U/16GB/512GB SSD/15.6"" (PT)",0,5,60,16,512,0,15.6,0,1675.2,2,3,11,7,1
"Dell Latitude 7530 Intel Core i7-1255U/16GB/512GB SSD/15.6""",0,5,60,16,512,0,15.6,0,1715.18,2,3,12,7,1
"Dell Precision 3560 Intel Core i5-1135G7/8 GB/256GB SSD/15.6""",0,5,81,8,256,0,15.6,0,1190.0,2,3,11,7,1
"Dell Precision 3560 Intel Core i5-1135G7/8 GB/512GB SSD/Quadro T500/15.6""",0,5,81,8,512,0,15.6,0,1848.46,2,9,11,42,3
"Dell Precision 5470 Intel Core i7-12800H/16GB/512GB SSD/RTX A1000/14""",0,5,81,16,512,0,14.0,0,3469.0,2,6,12,13,0
"Dell Precision 5770 Intel Core i7-12700H/16GB/512GB SSD/RTX A2000/17"" Táctil",0,5,81,16,512,0,17.0,1,3936.0,2,6,12,14,0
"Dell Vostro 3400 Intel Core i5-1135G7/8GB/512GB SSD/14""",0,5,115,8,512,0,14.0,0,926.63,2,3,11,7,1
"Dell Vostro 3420 Intel Core i5-1135G7/8 GB/256GB SSD/14""",0,5,115,8,256,0,14.0,0,717.0,2,3,11,7,1
"Dell Vostro 3500 Intel Core i3-1115G4/8GB/256GB SSD/15.6""",0,5,115,8,256,0,15.6,0,930.16,2,3,10,7,1
"Dell Vostro 3501 Intel Core i3-1005G1/4 GB/256GB SSD/15.6""",0,5,115,4,256,0,15.6,0,600.68,2,3,10,7,1
"Dell Vostro 3501 Intel Core i3-1005G1/8GB/256GB SSD/15.6""",0,5,115,8,256,0,15.6,0,688.88,2,3,10,7,1
"Dell Vostro 3510 Intel Core i5-1035G1/8GB/256GB SSD/15.6""",0,5,115,8,256,0,15.6,0,1289.17,2,3,11,7,1
"Dell Vostro 5320 Intel Evo Core i5-1240P/8GB/256GB SSD/13.3""",0,5,115,8,256,0,13.3,0,919.0,2,3,11,7,1
"Dell Vostro 5510 Intel Core i5-11300H/8GB/256GB SSD/15.6""",0,5,115,8,256,0,15.6,0,1091.08,2,3,11,7,1
"Dell Vostro 5515 AMD Ryzen 5 5500U/8GB/256GB SSD/15.6""",0,5,115,8,256,0,15.6,0,1895.48,0,3,7,7,1
"Dell Vostro 5620 Intel Core i5-1240P/8GB/256GB SSD/16""",0,5,115,8,256,0,16.0,0,887.87,2,3,11,7,1
Dell XPS 15 9520 Intel Core i7-12700H/16GB RAM/1TB SSD/RTX 3050 Ti/15.6'' (PT),0,5,117,16,1000,0,15.6,0,3012.09,2,6,12,22,0
"Dell XPS 15 9520 Intel Core i7-12700H/32GB/1TB SSD/RTX3050 Ti/15.6"" Táctil",1,5,117,32,1000,0,15.6,1,2818.09,2,6,12,22,0
"Dynabook Portégé X30-F-15T Intel Core i5-8265U/8GB/256GB SSD/13.3""",0,7,80,8,256,0,13.3,0,1369.87,2,3,11,7,1
"Dynabook Toshiba Portégé X30W-J-10P Intel Core i5-1135G7/16GB/512GB SSD/13.3"" Táctil",0,7,80,16,512,0,13.3,1,1323.11,2,3,11,7,1
"Dynabook Toshiba Portégé X30W-J-148 Intel Core i5-1135G7/16GB/512GB SSD/13.3"" Táctil",0,7,80,16,512,0,13.3,1,1779.99,2,3,11,7,1
"Dynabook Toshiba Portégé X30W-K-114 Intel Core i5-1240P/16GB/512GB SSD/13.3"" Táctil",0,7,80,16,512,0,13.3,1,1581.0,2,3,11,7,1
"Dynabook Toshiba Satellite Pro A50-F-107 Intel Core i3-8145U/8GB/256GB SSD/15.6""",0,7,90,8,256,0,15.6,0,734.64,2,3,10,7,1
"Dynabook Toshiba Satellite Pro C50-H-10C Intel Core i3-1005G1/8GB/512GB SSD/15.6""",1,7,90,8,512,0,15.6,0,397.29,2,3,10,7,1
"Dynabook Toshiba Tecra A50-J-13Y Intel Core i5-1135G7/8GB/512GB SSD/15.6""",0,7,99,8,512,0,15.6,0,1093.01,2,3,11,7,1
"Gigabyte AERO 15 OLED YD-73ES624SP Intel Core i7-11800H/16GB/1TB SSD/RTX 3080/15.6""",0,8,14,16,1000,0,15.6,0,2835.19,2,6,12,25,0
"Gigabyte AERO 16 XE5-73PT938HP Intel Core i7-12700H/16GB/2TB SSD/RTX 3070Ti/16"" (PT)",0,8,14,16,2000,0,16.0,0,2317.0,2,6,12,24,0
"Gigabyte AERO 17 XE5-73PT738HP Intel Core i7-12700H/16GB/2TB SSD/RTX 3070Ti/17.3"" (PT)",0,8,14,16,2000,0,17.3,0,2228.59,2,6,12,24,0
"Gigabyte AORUS 15 XE4-73ESB14SH Intel Core i7-12700H/16GB/1TB SSD/RTX 3070Ti/15.6""",0,8,18,16,1000,0,15.6,0,2299.0,2,6,12,24,0
"Gigabyte AORUS 15X ASF-83ES654SH Intel Core i7-13700HX/16GB/1TB SSD/RTX 4070/15.6""",0,8,18,16,1000,0,15.6,0,2511.0,2,6,12,28,0
"Gigabyte AORUS 17G KD-72ES325SD Intel Core i7-11800H/16GB/512GB SSD/RTX 3060/17.3""",0,8,18,16,512,0,17.3,0,1552.82,2,6,12,23,0
"Gigabyte AORUS 17H BXF-74ES554SH Intel Core i7-13700H/16GB/1TB SSD/RTX 4080/17.3""",0,8,18,16,1000,0,17.3,0,2532.38,2,6,12,29,0
"Gigabyte AORUS 5 SE4-73PT213SH Intel Core i7-12700H/16GB/512GB SSD/RTX 3070Ti/15.6"" (PT)",0,8,18,16,512,0,15.6,0,1878.04,2,6,12,24,0
"Gigabyte G7 GD-51PT123SD Intel Core i5-11400H/16GB/512GB SSD/RTX 3050/17.3"" (PT)",0,8,50,16,512,0,17.3,0,1376.02,2,6,11,22,0
"Gigabyte U4 UD-50ES823SO Intel Core i5-1155G7/16GB/512GB SSD/14""",1,8,105,16,512,0,14.0,0,899.0,2,3,11,7,1
"HP 15-DW3009NS Intel Core i5-1135G7/8GB/256GB SSD/MX350/15.6""",0,9,50,8,256,0,15.6,0,684.93,2,3,11,7,1
"HP 15S-EQ1133NS AMD 3020e/4GB/256GB SSD/15.6""",0,9,4,4,256,0,15.6,0,355.01,0,3,3,7,1
"HP 15S-EQ1142NS AMD 3020e/4GB/128GB SSD/15.6""",0,9,4,4,128,0,15.6,0,367.34,0,3,3,7,1
"HP 15S-EQ1157NS AMD Athlon Silver 3050U/8GB/256GB SSD/15.6""",0,9,4,8,256,0,15.6,0,459.99,0,3,0,7,1
"HP 15S-EQ1161NS AMD Athlon Silver 3050U/8GB/256GB SSD/15.6""",0,9,4,8,256,0,15.6,0,377.0,0,3,0,7,1
"HP 15S-EQ2094NS AMD Ryzen 5 5500U/8GB/256GB SSD/15.6""",0,9,4,8,256,0,15.6,0,478.45,0,3,7,7,1
"HP 15S-EQ2098NS AMD Ryzen 3 5300U/8GB/256GB SSD/15.6""",0,9,4,8,256,0,15.6,0,581.01,0,3,6,7,1
"HP 15S-EQ2099NS AMD Ryzen 3 5300U/8GB/512GB SSD/15.6""",0,9,4,8,512,0,15.6,0,593.11,0,3,6,7,1
"HP 15S-EQ2100NS AMD Ryzen 3 5300U/8GB/512GB SSD/15.6""",0,9,4,8,512,0,15.6,0,586.66,0,3,6,7,1
"HP 15S-EQ2102NS AMD Ryzen 5 5500U/8GB/256GB SSD/15.6""",0,9,4,8,256,0,15.6,0,594.22,0,3,7,7,1
"HP 15S-EQ2103NS AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",0,9,4,8,512,0,15.6,0,709.65,0,3,7,7,1
"HP 15S-EQ2104NS AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",0,9,4,8,512,0,15.6,0,554.0,0,3,7,7,1
"HP 15S-EQ2105NS AMD Ryzen 7 5700U/12GB/512GB SSD/15.6""",0,9,4,12,512,0,15.6,0,716.14,0,3,8,7,1
"HP 15S-EQ2106NS AMD Ryzen 7 5700U/12GB/512GB SSD/15.6""",0,9,4,12,512,0,15.6,0,673.37,0,3,8,7,1
"HP 15S-EQ2113NS AMD Ryzen 7 5700U/8GB/256GB SSD/15.6""",0,9,4,8,256,0,15.6,0,600.57,0,3,8,7,1
"HP 15S-EQ2114NS AMD Ryzen 7 5700U/8GB/512GB SSD/15.6""",0,9,4,8,512,0,15.6,0,614.0,0,3,8,7,1
"HP 15S-EQ2125NS AMD Ryzen 7 5700U/8GB/512GB SSD/15.6""",0,9,4,8,512,0,15.6,0,601.33,0,3,8,7,1
"HP 15S-EQ2130NS AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",0,9,4,8,512,0,15.6,0,652.92,0,3,7,7,1
"HP 15S-EQ2134NS AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",0,9,4,8,512,0,15.6,0,538.98,0,3,7,7,1
"HP 15S-FQ0023NS Intel Celeron N4120/8GB/256GB SSD/15.6""",0,9,4,8,256,0,15.6,0,335.28,2,3,1,7,1
"HP 15S-FQ2029NS Intel Core i5-1135G7/8GB/512GB SSD/15.6""",0,9,4,8,512,0,15.6,0,885.9,2,3,11,7,1
"HP 15S-FQ2134NS Intel Core i3-1115G4/8GB/512GB SSD/15.6""",0,9,4,8,512,0,15.6,0,451.46,2,3,10,7,1
"HP 15S-FQ2150NS Intel Core i3-1115G4/8GB/256GB SSD/15.6""",0,9,4,8,256,0,15.6,0,378.94,2,3,10,7,1
"HP 15S-FQ2162NS Intel Core i3-1115G4/8GB/512GB SSD/15.6""",0,9,4,8,512,0,15.6,0,646.39,2,3,10,7,1
"HP 15S-FQ3003NS Intel Celeron N4500/8GB/512GB SSD/15.6""",0,9,4,8,512,0,15.6,0,517.01,2,3,1,7,1
"HP 15S-FQ3014NS Intel Celeron N4500/8GB/256GB SSD/15.6""",0,9,4,8,256,0,15.6,0,354.0,2,3,1,7,1
"HP 15S-FQ3018NS Intel Celeron N4500/8GB/256GB SSD/15.6""",0,9,4,8,256,0,15.6,0,403.83,2,3,1,7,1
"HP 15S-FQ4038NS Intel Core i5-1155G7/8GB/512GB SSD/15.6""",0,9,4,8,512,0,15.6,0,623.66,2,3,11,7,1
"HP 15S-FQ4048NS Intel Core i5-1155G7/8GB/512GB SSD/15.6""",0,9,4,8,512,0,15.6,0,521.75,2,3,11,7,1
"HP 15S-FQ4051NS Intel Core i5-1155G7/8GB/256GB SSD/15.6""",0,9,4,8,256,0,15.6,0,571.39,2,3,11,7,1
"HP 15S-FQ4053NS Intel Core i5-1155G7/8GB/256GB SSD/15.6""",0,9,4,8,256,0,15.6,0,542.99,2,3,11,7,1
"HP 15S-FQ4057NS Intel Core i5-1155G7/8GB/256GB SSD/15.6""",0,9,4,8,256,0,15.6,0,494.81,2,3,11,7,1
"HP 15S-FQ4058NS Intel Core i5-1155G7/8GB/256GB SSD/15.6""",0,9,4,8,256,0,15.6,0,507.14,2,3,11,7,1
"HP 15S-FQ4060NS Intel Core i5-1155G7/8GB/512GB SSD/15.6""",0,9,4,8,512,0,15.6,0,550.78,2,3,11,7,1
"HP 15S-FQ4065NS Intel Core i7-1195G7/8GB/512GB SSD/15.6""",0,9,4,8,512,0,15.6,0,734.64,2,3,12,7,1
"HP 15S-FQ5016NS Intel Core i5-1235U/8GB/512GB SSD/15.6""",0,9,4,8,512,0,15.6,0,759.0,2,3,11,7,1
"HP 15S-FQ5042NS Intel Core i7-1255U/8GB/512GB SSD/15.6""",0,9,4,8,512,0,15.6,0,901.0,2,3,12,7,1
"HP 15S-FQ5072NS Intel Core i5-1235U/8GB/512GB SSD/15.6""",0,9,4,8,512,0,15.6,0,526.1,2,3,11,7,1
"HP 15S-FQ5077NS Intel Core i5-1235U/8GB/512GB SSD/15.6""",0,9,4,8,512,0,15.6,0,676.0,2,3,11,7,1
"HP 15S-FQ5079NS Intel Core i5-1235U/8GB/512GB SSD/15.6""",0,9,4,8,512,0,15.6,0,614.99,2,3,11,7,1
"HP 15S-eq2097ns AMD Ryzen 3 5300U/8GB/256GB SSD/15.6""",0,9,4,8,256,0,15.6,0,461.05,0,3,6,7,1
"HP 15S-fq2133ns Intel Core i3-1115G4/8GB/256GB SSD/15.6""",0,9,4,8,256,0,15.6,0,432.26,2,3,10,7,1
"HP 15S-fq3011ns Intel Celeron N4500/8GB/256GB SSD/15.6""",0,9,4,8,256,0,15.6,0,402.22,2,3,1,7,1
"HP 15s-eq2133ns AMD Ryzen 5 5500U/8GB/256GB SSD/15.6""",0,9,4,8,256,0,15.6,0,476.99,0,3,7,7,1
"HP 15s-fq4049ns Intel Core i7-1195G7/8GB/512GB SSD/15.6""",0,9,4,8,512,0,15.6,0,628.96,2,3,12,7,1
"HP 15s-fq4056ns Intel Core i7-1195G7/8GB/512GB SSD/15.6""",0,9,4,8,512,0,15.6,0,716.14,2,3,12,7,1
"HP 17-CN0014NS Intel Core i3-1115G4/8GB/512GB SSD/17.3""",0,9,6,8,512,0,17.3,0,661.11,2,3,10,7,1
"HP 250 G7 Intel Core i5-1035G1/8 GB/256GB SSD/15.6""",0,9,7,8,256,0,15.6,0,1730.38,2,3,11,7,1
"HP 250 G8 2X7L0EA Intel Core i3-1115G4/8GB/256GB SSD/15.6""",0,9,7,8,256,0,15.6,0,466.1,2,3,10,7,1
"HP 250 G8 Intel Core i3-1115G4/8 GB/512GB SSD/15.6""",0,9,7,8,512,0,15.6,0,445.89,2,3,10,7,1
"HP 250 G8 Intel Core i3-1115G4/8GB/256GB SSD/15.6"" Plata",0,9,7,8,256,0,15.6,0,586.4,2,3,10,7,1
